201213,10025,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,3010,SESA3010,A,Active,A,Active,"Spacecraft Systems and Design","Spacecraft Systems and Design",1,"Full Academic Year",30,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10026,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,3011,SESA3011,A,Active,A,Active,"Individual Project","Individual Project",1,"Full Academic Year",30,Y,,,,,0,0,0,Y
201213,10029,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6025,SESA6025,A,Active,A,Active,"Compressible Flow","Compressible Flow",S1,"Semester 1",10,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10030,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6026,SESA6026,A,Active,A,Active,Hypersonic&High-TemperatureGas,Hypersonic&High-TemperatureGas,S2,"Semester 2",10,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10031,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6027,SESA6027,A,Active,A,Active,"Aerospace CFD","Aerospace CFD",S2,"Semester 2",10,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10032,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6028,SESA6028,A,Active,A,Active,"Turbulence I: Phys & Meas","Turbulence I: Phys & Meas",S1,"Semester 1",10,Y,,,,,0,0,0,Y
201213,10033,201112,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6029,SESA6029,A,Active,A,Active,"Turbulence II: Comp & Model","Turbulence II: Comp & Model",S2,"Semester 2",10,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10034,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6030,SESA6030,A,Active,A,Active,"Flow Control","Flow Control",S1,"Semester 1",10,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10035,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6031,SESA6031,A,Active,A,Active,"Biological Flows","Biological Flows",S2,"Semester 2",10,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10036,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6032,SESA6032,A,Active,A,Active,"Studies in France or Germany","Studies in France or Germany",S1,"Semester 1",25,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10037,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6033,SESA6033,A,Active,A,Active,"Studies in France or Germany","Studies in France or Germany",S2,"Semester 2",25,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10038,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6034,SESA6034,A,Active,A,Active,"Studies in France or Germany","Studies in France or Germany",S1,"Semester 1",25,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10039,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6035,SESA6035,A,Active,A,Active,"Studies in France or Germany","Studies in France or Germany",S2,"Semester 2",25,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10040,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6036,SESA6036,A,Active,A,Active,"Spacecraft Engineering Design","Spacecraft Engineering Design",1,"Full Academic Year",20,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10042,201213,F2,"Engineering & the Environment",KK,"Engineering Sciences",SESA,6038,SESA6038,A,Active,A,Active,"Race Car Design/GDP","Race Car Design/GDP",1,"Full Academic Year",30,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10064,201213,F1,"Business and Law",TR,Management,MANG,1001,MANG1001,A,Active,A,Active,"Financial Accounting 1","Financial Accounting 1",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10065,201213,F1,"Business and Law",TR,Management,MANG,1002,MANG1002,A,Active,A,Active,"Management Accounting 1","Management Accounting 1",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10066,201213,F1,"Business and Law",TR,Management,MANG,1003,MANG1003,A,Active,A,Active,"Introduction to Management","Introduction to Management",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10067,201213,F1,"Business and Law",TR,Management,MANG,1004,MANG1004,A,Active,A,Active,"Intro to Accounting & Fin Ctrl","Intro to Accounting & Fin Ctrl",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10068,201213,F1,"Business and Law",TR,Management,MANG,1005,MANG1005,A,Active,A,Active,"The Individual & Organisation","The Individual & Organisation",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10070,201213,F1,"Business and Law",TR,Management,MANG,1006,MANG1006,A,Active,A,Active,"Information Systems & IT","Information Systems & IT",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10071,201213,F1,"Business and Law",TR,Management,MANG,1007,MANG1007,A,Active,A,Active,"Management Analysis","Management Analysis",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10072,201213,F1,"Business and Law",TR,Management,MANG,2001,MANG2001,A,Active,A,Active,"Organization & Management","Organization & Management",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10073,201213,F1,"Business and Law",TR,Management,MANG,2002,MANG2002,A,Active,A,Active,"Business Simulation","Business Simulation",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10074,201213,F1,"Business and Law",TR,Management,MANG,2003,MANG2003,A,Active,A,Active,"Financial Accounting 2","Financial Accounting 2",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10075,201213,F1,"Business and Law",TR,Management,MANG,2004,MANG2004,A,Active,A,Active,"Portfolio Theory & Fin Markets","Portfolio Theory & Fin Markets",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10076,201213,F1,"Business and Law",TR,Management,MANG,2005,MANG2005,A,Active,A,Active,"Management Accounting 2","Management Accounting 2",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10077,201213,F1,"Business and Law",TR,Management,MANG,2006,MANG2006,A,Active,A,Active,"Principles & Practice of Mgmt","Principles & Practice of Mgmt",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10078,201213,F1,"Business and Law",TR,Management,MANG,2007,MANG2007,A,Active,A,Active,"Problem Structuring Methods","Problem Structuring Methods",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10079,201213,F1,"Business and Law",TR,Management,MANG,2008,MANG2008,A,Active,A,Active,"Management Research","Management Research",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10083,201213,F1,"Business and Law",TR,Management,MANG,2011,MANG2011,A,Active,A,Active,"Human Resource Management","Human Resource Management",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10085,201213,F1,"Business and Law",TR,Management,MANG,2013,MANG2013,A,Active,A,Active,"European Business Environment","European Business Environment",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10087,201213,F1,"Business and Law",TR,Management,MANG,2014,MANG2014,A,Active,A,Active,"Accounting & Fin for Non-Specl","Accounting & Fin for Non-Specl",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10089,201213,F1,"Business and Law",TR,Management,MANG,2015,MANG2015,A,Active,A,Active,"Financial Management","Financial Management",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10109,201213,F1,"Business and Law",TR,Management,MANG,3009,MANG3009,A,Active,A,Active,"International Banking","International Banking",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10112,201213,F1,"Business and Law",TR,Management,MANG,3012,MANG3012,A,Active,A,Active,"International Accounting","International Accounting",S1,"Semester 1",15,Y,,,,,0,0,0,Y
201213,10113,201213,F1,"Business and Law",TR,Management,MANG,3013,MANG3013,A,Active,A,Active,Optimisation,Optimisation,S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10115,201213,F1,"Business and Law",TR,Management,MANG,3015,MANG3015,A,Active,A,Active,Auditing,Auditing,S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10123,201213,F1,"Business and Law",TR,Management,MANG,3020,MANG3020,A,Active,A,Active,"Futures & Options","Futures & Options",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10124,201213,F1,"Business and Law",TR,Management,MANG,3021,MANG3021,A,Active,A,Active,"Corporate Governance","Corporate Governance",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10129,201213,F1,"Business and Law",TR,Management,MANG,3022,MANG3022,A,Active,A,Active,"Management 1","Management 1",S1,"Semester 1",10,Y,UG100,"Undergraduate 0 - 100",,,3,3,0,Y
201213,10130,201213,F1,"Business and Law",TR,Management,MANG,3023,MANG3023,A,Active,A,Active,"Management 2","Management 2",S2,"Semester 2",10,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10134,201213,F1,"Business and Law",TR,Management,MANG,6001,MANG6001,A,Active,A,Active,"Introduction to Management Sci","Introduction to Management Sci",S1,"Semester 1",8,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10136,201213,F1,"Business and Law",TR,Management,MANG,6003,MANG6003,A,Active,A,Active,"Quantitative Methods","Quantitative Methods",S1,"Semester 1",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10152,201213,F1,"Business and Law",TR,Management,MANG,6018,MANG6018,A,Active,A,Active,"Derivative Securities Analysis","Derivative Securities Analysis",S2,"Semester 2",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10153,201213,F1,"Business and Law",TR,Management,MANG,6019,MANG6019,A,Active,A,Active,"International Banking","International Banking",1,"Full Academic Year",30,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10154,201213,F1,"Business and Law",TR,Management,MANG,6020,MANG6020,A,Active,A,Active,"Financial Risk Management","Financial Risk Management",S2,"Semester 2",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10155,201213,F1,"Business and Law",TR,Management,MANG,6021,MANG6021,A,Active,A,Active,"International Finance","International Finance",S1,"Semester 1",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10156,201213,F1,"Business and Law",TR,Management,MANG,6022,MANG6022,A,Active,A,Active,"Corporate Finance 1","Corporate Finance 1",S1,"Semester 1",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10161,201213,F1,"Business and Law",TR,Management,MANG,6026,MANG6026,A,Active,A,Active,"Management Accounting 1","Management Accounting 1",S1,"Semester 1",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10162,201213,F1,"Business and Law",TR,Management,MANG,6027,MANG6027,A,Active,A,Active,"Management Accounting 2","Management Accounting 2",S2,"Semester 2",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10163,201213,F1,"Business and Law",TR,Management,MANG,6028,MANG6028,A,Active,A,Active,"Corporate Finance","Corporate Finance",S2,"Semester 2",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10165,201213,F1,"Business and Law",TR,Management,MANG,6030,MANG6030,A,Active,A,Active,"Financial Accounting 1","Financial Accounting 1",S1,"Semester 1",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10166,201213,F1,"Business and Law",TR,Management,MANG,6031,MANG6031,A,Active,A,Active,"Financial Accounting 2","Financial Accounting 2",S2,"Semester 2",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10168,201213,F1,"Business and Law",TR,Management,MANG,6033,MANG6033,A,Active,A,Active,"Foundations in Acc Research","Foundations in Acc Research",S2,"Semester 2",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10172,201213,F1,"Business and Law",TR,Management,MANG,6037,MANG6037,A,Active,A,Active,"Systems Thinking","Systems Thinking",S1,"Semester 1",8,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10173,201213,F1,"Business and Law",TR,Management,MANG,6038,MANG6038,A,Active,A,Active,"KM & Bus. Intell.","KM & Bus. Intell.",S2,"Semester 2",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10181,201213,F1,"Business and Law",TR,Management,MANG,6046,MANG6046,A,Active,A,Active,"Mathematical Programming","Mathematical Programming",S1,"Semester 1",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10189,201213,F1,"Business and Law",TR,Management,MANG,6054,MANG6054,A,Active,A,Active,"Credit Scoring & Data Mining","Credit Scoring & Data Mining",S2,"Semester 2",8,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10194,201213,F1,"Business and Law",TR,Management,MANG,6059,MANG6059,A,Active,A,Active,"Health Care Modelling","Health Care Modelling",S2,"Semester 2",8,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10203,201213,F1,"Business and Law",TR,Management,MANG,6068,MANG6068,A,Active,A,Active,"Management of Corp Security","Management of Corp Security",S1,"Semester 1",8,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10206,201213,F1,"Business and Law",TR,Management,MANG,6071,MANG6071,A,Active,A,Active,Insurance,Insurance,S2,"Semester 2",8,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10214,201213,F1,"Business and Law",TR,Management,MANG,6079,MANG6079,A,Active,A,Active,"Accounting & Control","Accounting & Control",S1,"Semester 1",15,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10234,201213,F4,Humanities,KW,Humanities,ARCH,1002,ARCH1002,A,Active,A,Active,"The Emergence of Civilisation","The Emergence of Civilisation",S2,"Semester 2",15,Y,,,,,0,0,0,Y
201213,10237,201213,F4,Humanities,KW,Humanities,ARCH,1005,ARCH1005,A,Active,A,Active,"Archaeological Method","Archaeological Method",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10241,201213,F4,Humanities,KW,Humanities,ARCH,1009,ARCH1009,A,Active,A,Active,"Archaeological Materials","Archaeological Materials",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10245,201213,F4,Humanities,KW,Humanities,ARCH,2004,ARCH2004,A,Active,A,Active,"Intro to European Prehistory","Intro to European Prehistory",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10253,201213,F4,Humanities,KW,Humanities,ARCH,2012,ARCH2012,A,Active,A,Active,"Archaeology and Society","Archaeology and Society",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10254,201213,F4,Humanities,KW,Humanities,ARCH,2013,ARCH2013,A,Active,A,Active,"Archaeological Theory","Archaeological Theory",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10258,201213,F4,Humanities,KW,Humanities,ARCH,2017,ARCH2017,A,Active,A,Active,"Maritime Archaeology","Maritime Archaeology",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10280,201213,F4,Humanities,KW,Humanities,ARCH,3014,ARCH3014,A,Active,A,Active,"Geophysical Survey Practical","Geophysical Survey Practical",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10284,201213,F4,Humanities,KW,Humanities,ARCH,3017,ARCH3017,A,Active,A,Active,"Museums and Archaeology","Museums and Archaeology",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10293,201213,F4,Humanities,KW,Humanities,ARCH,3025,ARCH3025,A,Active,A,Active,"Dissertation in Archaeology","Dissertation in Archaeology",1,"Full Academic Year",30,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10304,201213,F4,Humanities,KW,Humanities,ARCH,6011,ARCH6011,A,Active,A,Active,"Aspects of Maritime Culture","Aspects of Maritime Culture",S1,"Semester 1",20,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10305,201213,F4,Humanities,KW,Humanities,ARCH,6012,ARCH6012,A,Active,A,Active,"Archaeology Underwater","Archaeology Underwater",S2,"Semester 2",20,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10314,201112,F4,Humanities,KW,Humanities,ARCH,6021,ARCH6021,A,Active,A,Active,"Ship Science in Archaeology","Ship Science in Archaeology",S1,"Semester 1",20,Y,,,,,0,0,0,Y
201213,10316,201213,F4,Humanities,KW,Humanities,ARCH,6023,ARCH6023,A,Active,A,Active,"Aims & Meths in Zooarchaeology","Aims & Meths in Zooarchaeology",S1,"Semester 1",20,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10317,201213,F4,Humanities,KW,Humanities,ARCH,6024,ARCH6024,A,Active,A,Active,"Human Skeletal Biology","Human Skeletal Biology",S2,"Semester 2",20,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10318,201213,F4,Humanities,KW,Humanities,ARCH,6025,ARCH6025,A,Active,A,Active,"Bones in Context","Bones in Context",S2,"Semester 2",20,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10320,201213,F4,Humanities,KW,Humanities,ARCH,6027,ARCH6027,A,Active,A,Active,"Principles of Ceramic & Lithic","Principles of Ceramic & Lithic",S1,"Semester 1",20,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10324,201112,F4,Humanities,KW,Humanities,ARCH,6030,ARCH6030,A,Active,A,Active,"Rep & Consumption of the Past","Rep & Consumption of the Past",S2,"Semester 2",20,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10325,201213,F4,Humanities,KW,Humanities,ARCH,6031,ARCH6031,A,Active,A,Active,"Intro Human Skeletal Studies","Intro Human Skeletal Studies",S1,"Semester 1",20,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10351,201112,F4,Humanities,KW,Humanities,ARCH,6054,ARCH6054,A,Active,A,Active,"Core Computing","Core Computing",S1,"Semester 1",20,Y,PG100,"Postgraduate 0 - 100",,,1,1,0,N
201213,10352,201112,F4,Humanities,KW,Humanities,ARCH,6055,ARCH6055,A,Active,A,Active,"Spatial Technology in Archaeol","Spatial Technology in Archaeol",S2,"Semester 2",40,Y,,,,,0,0,0,Y
201213,10355,201112,F4,Humanities,KW,Humanities,ARCH,6058,ARCH6058,A,Active,A,Active,"Constructing Virtual Pasts","Constructing Virtual Pasts",S2,"Semester 2",40,Y,,,,,0,0,0,Y
201213,10362,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1001,BIOL1001,A,Active,A,Active,"Experimental & Field Biology","Experimental & Field Biology",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10364,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1003,BIOL1003,A,Active,A,Active,"Ecology & Evolution","Ecology & Evolution",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10365,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1004,BIOL1004,A,Active,A,Active,"Patterns of Life","Patterns of Life",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10366,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1005,BIOL1005,A,Active,A,Active,"Cellular & Genetic Mechanisms","Cellular & Genetic Mechanisms",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10368,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1007,BIOL1007,A,Active,A,Active,"The Molecular Basis of Life I","The Molecular Basis of Life I",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10369,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1008,BIOL1008,A,Active,A,Active,"Molecular Basis of Life II","Molecular Basis of Life II",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10371,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1010,BIOL1010,A,Active,A,Active,"The Molecular Basis of Life I","The Molecular Basis of Life I",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10372,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1011,BIOL1011,A,Active,A,Active,"Foundations of Physiology I","Foundations of Physiology I",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10373,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1012,BIOL1012,A,Active,A,Active,"Foundations of Physiology I","Foundations of Physiology I",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10374,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1013,BIOL1013,A,Active,A,Active,"Foundations of Physiology II","Foundations of Physiology II",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10375,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,1014,BIOL1014,A,Active,A,Active,"Foundations of Physiology II","Foundations of Physiology II",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10377,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2001,BIOL2001,A,Active,A,Active,Evolution,Evolution,S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10378,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2002,BIOL2002,A,Active,A,Active,"Cell Biology","Cell Biology",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,100,100,0,Y
201213,10379,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2003,BIOL2003,A,Active,A,Active,"Animal Reproduction & Develop.","Animal Reproduction & Develop.",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10380,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2004,BIOL2004,A,Active,A,Active,"Pure & Appl Population Ecology","Pure & Appl Population Ecology",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10382,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2006,BIOL2006,A,Active,A,Active,"Integrated Animal Behaviour","Integrated Animal Behaviour",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10383,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2007,BIOL2007,A,Active,A,Active,"Plant Development and Function","Plant Development and Function",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10384,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2008,BIOL2008,A,Active,A,Active,"Quant Meths in Biol&Env Sci","Quant Meths in Biol&Env Sci",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10386,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2010,BIOL2010,A,Active,A,Active,"Molec&Cell Biochem:Genetic Inf","Molec&Cell Biochem:Genetic Inf",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10387,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2011,BIOL2011,A,Active,A,Active,"Molec&Cell Biochem:Molec Cell","Molec&Cell Biochem:Molec Cell",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10388,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2012,BIOL2012,A,Active,A,Active,"Explrng Proteins: Strct & Func","Explrng Proteins: Strct & Func",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10389,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2013,BIOL2013,A,Active,A,Active,"Molecular Biology","Molecular Biology",S2,"Semester 2",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10390,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2014,BIOL2014,A,Active,A,Active,Neuroscience,Neuroscience,S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
201213,10392,201213,F6,"Natural and Environmental Sci",BJ,"Biological Sciences",BIOL,2016,BIOL2016,A,Active,A,Active,"Pharmacology A","Pharmacology A",S1,"Semester 1",15,Y,UG100,"Undergraduate 0 - 100",,,1,1,0,N
